dF0_K,eps_assoc_K,T_K,p_bar,N_mmol_g
100.0,300.0,298.0,0.10064748054859585,1.3064972465504103
100.0,300.0,298.0,0.11515531401485132,1.4259711929522747
100.0,300.0,298.0,0.131754379479537,1.5530914409254426
100.0,300.0,298.0,0.15074611762857124,1.687945628372906
100.0,300.0,298.0,0.1724754203226801,1.8305709045057426
100.0,300.0,298.0,0.1973368938680183,1.9809493964293547
100.0,300.0,298.0,0.22578202510608278,2.1390046458687118
100.0,300.0,298.0,0.2583273804598255,2.3045993108095573
100.0,300.0,298.0,0.2955639868314636,2.477534373537741
100.0,300.0,298.0,0.33816806471002536,2.65755001389316
100.0,300.0,298.0,0.38691330840293764,2.844328202031044
